,Ngày,Giá điều chỉnh,Giá đóng cửa,Giá bình quân,thay đổi,KL1,GT1,KL2,GT2,Giá tham chiếu,Giá mở cửa,Giá cao nhất,Giá thấp nhất
53,07/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.0 ,17.00 ,17.00 
54,04/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.00 ,17.00 ,17.00 
55,03/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.0 ,17.00 ,17.00 
56,02/06/2021,18.00 ,18.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.00 ,18.00 ,18.00 ,18.00 
57,01/06/2021,18.00 ,18.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.00 ,18.0 ,18.00 ,18.00 
58,31/05/2021,18.00 ,18.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.00 ,18.00 ,18.00 ,18.00 
59,28/05/2021,18.00 ,18.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.00 ,18.0 ,18.00 ,18.00 
60,27/05/2021,18.00 ,18.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.00 ,18.00 ,18.00 ,18.00 
61,26/05/2021,18.00 ,18.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.00 ,18.0 ,18.00 ,18.00 
62,25/05/2021,18.00 ,18.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.00 ,18.00 ,18.00 ,18.00 
63,24/05/2021,18.00 ,18.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.00 ,18.0 ,18.00 ,18.00 
64,21/05/2021,18.00 ,18.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.00 ,18.00 ,18.00 ,18.00 
65,20/05/2021,18.00 ,18.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.00 ,18.0 ,18.00 ,18.00 
66,19/05/2021,17.00 ,18.00 ,17.00 ,0.00 (0.00 %),300 ,"5,400,000 ",0 ,0 ,18.00 ,18.00 ,18.00 ,18.00 
67,18/05/2021,17.00 ,18.00 ,17.00 ,-0.80 (-4.26 %),200 ,"3,600,000 ",0 ,0 ,18.80 ,18.0 ,18.00 ,18.00 
68,17/05/2021,18.80 ,18.80 ,17.75 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.80 ,18.80 ,18.80 ,18.80 
69,14/05/2021,17.75 ,18.80 ,17.75 ,0.00 (0.00 %),100 ,"1,880,000 ",0 ,0 ,18.80 ,18.8 ,18.80 ,18.80 
70,13/05/2021,18.80 ,18.80 ,17.75 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.80 ,18.80 ,18.80 ,18.80 
71,12/05/2021,18.80 ,18.80 ,17.75 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.80 ,18.8 ,18.80 ,18.80 
